,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Income
370,LP002194,0,0,0,1,1,4.928044571103062,30.0,1,1,1,1.8722700393512923
371,LP002197,1,1,2,1,0,6.55701403388141,30.0,1,1,1,1.8633223047451049
372,LP002201,1,1,2,1,1,8.109618785639618,25.0,1,0,1,1.8727736713013687
373,LP002205,1,0,1,1,0,6.013535752225255,15.0,0,2,0,1.8630370406495596
374,LP002209,0,0,0,1,0,5.9990562339903,30.0,1,2,1,1.861011652894848
375,LP002211,1,1,0,1,0,6.138815911878341,15.0,1,2,1,1.864377259617093
376,LP002219,1,1,3,1,0,6.268459486245779,30.0,1,0,1,1.8714328953252821
378,LP002224,1,0,0,1,0,5.3139915346451305,40.0,1,2,0,1.8568780484509069
379,LP002225,1,1,2,1,0,6.268459486245779,30.0,1,2,1,1.8637332427776496
380,LP002226,1,1,0,1,0,6.243266653270689,30.0,1,1,1,1.86453884639673
381,LP002229,1,0,0,1,0,7.663034812151929,30.0,1,1,1,1.869360094155358
382,LP002231,0,0,0,1,0,6.567660498305423,30.0,1,2,1,1.8648193284259
383,LP002234,1,0,0,1,1,6.243266653270689,30.0,1,2,1,1.8664919239813857
384,LP002236,1,1,2,1,0,5.847354460601608,30.0,1,2,0,1.8619206983354692
385,LP002237,1,0,1,1,0,6.042145935177422,15.0,1,2,1,1.859269528129172
386,LP002239,1,0,0,0,0,6.293305837923777,30.0,1,1,1,1.8601907235363002
388,LP002244,1,1,0,1,0,6.341998303658538,30.0,1,2,1,1.862366429851376
389,LP002250,1,1,0,1,0,6.204804957734244,30.0,1,0,1,1.8639185172820485
390,LP002255,1,0,3,1,0,6.852435120940042,30.0,1,0,1,1.8685623875534179
391,LP002262,1,1,3,1,0,7.533593144601115,30.0,1,0,1,1.8688439749894796
393,LP002265,1,1,2,0,0,6.042145935177422,15.0,1,1,1,1.8590966018896682
394,LP002266,1,1,2,1,0,6.042145935177422,30.0,1,2,1,1.861754053733758
396,LP002277,0,0,0,1,0,5.3139915346451305,30.0,0,2,0,1.8573735607667554
397,LP002281,1,1,0,1,0,5.766308605778188,30.0,1,2,1,1.8617336000295734
398,LP002284,1,0,0,0,0,5.984457744171492,30.0,1,0,1,1.864067589167479
399,LP002287,0,0,0,1,0,5.894247728520179,30.0,0,1,0,1.8578803013386274
400,LP002288,1,1,2,0,0,4.631571446022848,15.0,0,2,0,1.856013324027574
401,LP002296,1,0,0,0,0,5.179425655172234,25.0,1,0,0,1.8553141099080739
402,LP002297,1,0,0,1,0,5.894247728520179,30.0,1,1,1,1.8741863271681236
403,LP002300,0,0,0,0,0,4.87287119731265,30.0,1,1,1,1.8497775881866962
404,LP002301,0,0,0,1,1,6.93264284218059,30.0,1,0,0,1.8668252780163255
405,LP002305,0,0,0,1,0,6.070303903069571,30.0,1,1,1,1.8618731046573787
406,LP002308,1,1,0,0,0,6.070303903069571,30.0,1,2,1,1.8619231948658055
407,LP002314,0,0,0,0,0,5.202609869793578,30.0,1,0,1,1.851850514488029
408,LP002315,1,1,1,1,0,6.524699519931802,25.0,0,1,0,1.867759003953697
409,LP002317,1,1,3,1,0,8.012016629644704,30.0,0,0,0,1.8787294987462313
410,LP002318,0,0,1,0,1,5.107894077015728,30.0,1,1,0,1.8599402367744238
412,LP002328,1,1,0,0,0,7.1312064337716325,30.0,0,0,0,1.8649752139154734
413,LP002332,1,1,0,0,0,5.9990562339903,30.0,1,0,1,1.8611869386469309
414,LP002335,0,1,0,0,0,6.787585224042783,30.0,0,1,0,1.8637235543125379
415,LP002337,0,0,0,1,0,5.058454798308994,30.0,1,2,1,1.8565321907265138
416,LP002341,0,0,1,1,0,6.60964115016159,30.0,1,2,0,1.8544373877577844
417,LP002342,1,1,2,1,1,7.289413777602807,30.0,1,2,0,1.8739845882691444
418,LP002345,1,1,0,1,0,6.027898327263307,30.0,1,0,1,1.859714959987874
419,LP002347,1,1,0,1,0,6.365862980013103,30.0,1,1,1,1.8621590329933755
420,LP002348,1,1,0,1,0,6.365862980013103,30.0,1,0,1,1.8645319777501848
422,LP002361,1,1,0,1,0,5.847354460601608,30.0,1,2,1,1.8588101184501538
424,LP002364,1,1,0,1,0,5.782820043161546,30.0,1,1,1,1.8719258540517993
425,LP002366,1,1,0,1,0,6.152209203414194,30.0,1,0,1,1.8662347137256496
426,LP002367,0,0,1,0,0,5.517040082765307,30.0,1,0,0,1.862019911430857
427,LP002368,1,1,2,1,0,6.305602196486696,30.0,1,1,1,1.8647115957005658
428,LP002369,1,1,0,1,0,5.628276878031187,30.0,1,0,1,1.8562475146127315
429,LP002370,1,0,0,0,0,5.058454798308994,15.0,1,2,1,1.8551062734007826
430,LP002377,0,0,1,1,1,6.502836052403876,30.0,1,1,1,1.8680736754456069
431,LP002379,1,0,0,1,0,5.924831562631176,30.0,0,0,0,1.8655921724224425
432,LP002386,1,0,0,1,0,8.225317264071919,30.0,1,1,1,1.8710103904695063
433,LP002387,1,1,0,1,0,6.42418959714145,30.0,1,1,1,1.8624016008675535
434,LP002390,1,0,0,1,0,5.847354460601608,30.0,1,2,1,1.8595545156473525
436,LP002398,1,0,0,1,0,4.786491134274085,30.0,1,1,1,1.859645149745038
438,LP002403,1,0,0,1,1,6.870557906044639,30.0,0,2,0,1.8695348860013492
439,LP002407,0,1,0,0,1,6.365862980013103,30.0,1,0,1,1.8664605371424898
440,LP002408,1,0,0,1,0,6.870557906044639,30.0,1,1,1,1.8681671657622991
441,LP002409,1,1,0,1,0,6.806344711177298,30.0,1,0,1,1.8690275312515376
442,LP002418,1,0,3,0,0,6.4807085992621705,30.0,1,1,1,1.8658763165622454
443,LP002422,1,0,1,1,0,6.524699519931802,30.0,1,1,1,1.8763951916399444
445,LP002429,1,1,1,1,1,6.268459486245779,30.0,1,0,1,1.862190398368806
446,LP002434,1,1,2,0,0,5.9990562339903,30.0,1,0,1,1.8621323883114969
447,LP002435,1,1,0,1,0,4.928044571103062,30.0,1,0,0,1.862744227081476
448,LP002443,1,1,2,1,0,6.502836052403876,30.0,0,0,0,1.8630391810141698
450,LP002446,1,1,2,0,0,6.204804957734244,30.0,0,0,0,1.8589018285921446
452,LP002448,1,1,0,1,0,6.491805744074854,30.0,0,0,0,1.8642726540638455
453,LP002449,1,1,0,1,0,5.681328174225169,15.0,0,0,1,1.8628196710475193
454,LP002453,1,0,0,1,1,5.573552654296566,30.0,1,1,1,1.866388342118449
455,LP002455,1,1,2,1,0,5.782820043161546,30.0,1,1,1,1.8599144341117444
456,LP002459,1,1,0,1,0,6.111725188742533,30.0,1,2,1,1.86122809299431
457,LP002467,1,1,0,1,0,6.739843128087783,30.0,1,2,0,1.8652591372824885
458,LP002472,1,0,2,1,0,6.341998303658538,30.0,1,0,1,1.8613717628092155
459,LP002473,1,1,0,1,0,6.60964115016159,30.0,1,1,0,1.8677929025344184
461,LP002484,1,1,3,1,0,6.243266653270689,15.0,1,2,1,1.867168246938351
462,LP002487,1,1,0,1,0,6.5355343192939515,30.0,1,0,1,1.8633592026260322
463,LP002489,0,0,1,0,0,6.293305837923777,30.0,1,1,1,1.8633346258010146
464,LP002493,1,0,0,1,0,5.815383640723757,30.0,0,1,0,1.860849575689397
465,LP002494,1,0,0,1,0,6.38941834650786,30.0,1,0,1,1.8648193284259
466,LP002500,1,1,3,0,0,5.292292775987911,15.0,0,2,0,1.8620322203423616
467,LP002501,1,1,0,1,0,5.9990562339903,30.0,1,1,1,1.8726046065555224
468,LP002502,0,1,2,0,0,5.815383640723757,30.0,1,1,1,1.857140324555449
469,LP002505,1,1,0,1,0,5.9990562339903,30.0,1,2,0,1.865991816321523
470,LP002515,1,1,1,1,1,6.630278376234001,30.0,1,1,1,1.8639953291528433
471,LP002517,1,1,1,0,0,6.042145935177422,15.0,0,0,0,1.860812134517716
472,LP002519,1,1,3,1,0,5.847354460601608,30.0,1,1,1,1.8622264237104027
474,LP002524,1,0,2,1,0,6.630278376234001,30.0,1,0,1,1.8693652185093481
475,LP002527,1,1,2,1,1,6.502836052403876,30.0,1,0,1,1.8728844529955915
476,LP002529,1,1,2,1,0,7.223207128598848,25.0,1,1,1,1.8679069810759046
477,LP002530,1,1,2,1,0,6.293305837923777,30.0,0,1,0,1.862354668368882
478,LP002531,1,1,1,1,1,5.6102268101017225,30.0,1,1,1,1.873298113479159
480,LP002534,0,0,0,0,0,6.5463055633128056,30.0,1,0,1,1.861361013375621
481,LP002536,1,1,3,0,0,6.042145935177422,30.0,1,0,1,1.8569965508860544
482,LP002537,1,1,0,1,0,6.243266653270689,30.0,1,1,1,1.8634202667986532
483,LP002541,1,1,0,1,0,7.252915071266345,30.0,1,1,1,1.8698207377434792
484,LP002543,1,1,2,1,0,7.3393739285099375,30.0,1,1,1,1.86779190854062
485,LP002544,1,1,1,0,0,6.280925342709639,30.0,1,0,1,1.861478431940051
486,LP002545,1,0,2,1,0,5.497783417454734,30.0,0,0,0,1.8588395733426966
487,LP002547,1,1,1,1,0,8.613242838432468,30.0,1,2,0,1.873128621146686
488,LP002555,1,1,2,1,1,6.60964115016159,30.0,1,1,1,1.8658289343055872
489,LP002556,1,0,0,1,0,5.398123220208909,30.0,1,2,0,1.8534116203359485
492,LP002571,1,0,0,0,0,5.9990562339903,30.0,1,0,1,1.8593529417482084
493,LP002582,0,0,0,0,1,7.185411185091604,30.0,1,1,1,1.8727955754611354
494,LP002585,1,1,0,1,0,6.125321779089678,30.0,0,0,0,1.8644018399321753
495,LP002586,0,1,1,1,0,5.924831562631176,7.0,1,1,1,1.8610565475249057
496,LP002587,1,1,0,0,0,5.954895463300882,30.0,1,0,1,1.8612253562105783
498,LP002600,1,1,1,1,1,5.766308605778188,30.0,1,1,1,1.8560434684849645
499,LP002602,1,0,0,1,0,7.059164406676836,30.0,0,0,0,1.8697307432924108
500,LP002603,0,0,0,1,0,6.042145935177422,40.0,1,0,1,1.8613016198523629
501,LP002606,0,0,0,1,0,5.847354460601608,30.0,1,1,1,1.857281863212162
502,LP002615,1,1,2,1,0,7.050988180853118,30.0,1,1,1,1.8695861809917134
504,LP002619,1,1,0,0,0,6.191799621937822,25.0,1,1,1,1.8635487632796564
505,LP002622,1,1,2,1,0,7.318121183642746,30.0,1,0,1,1.8673715377899878
507,LP002625,1,0,0,1,0,5.782820043161546,30.0,1,2,0,1.8589708722020892
508,LP002626,1,1,0,1,1,6.8795539666452035,30.0,1,2,1,1.8639260497513759
509,LP002634,0,0,1,1,0,4.460305213912143,30.0,1,2,1,1.8712030810157854
510,LP002637,1,0,0,0,0,5.847354460601608,30.0,1,0,0,1.8626769922779356
511,LP002640,1,1,1,1,0,7.367350916078431,30.0,1,1,1,1.8675229305852163
512,LP002643,1,1,2,1,0,6.4807085992621705,30.0,1,2,1,1.8635904095162803
513,LP002648,1,1,0,1,0,5.292292775987911,15.0,1,1,0,1.8682334690208944
514,LP002652,1,0,0,1,0,7.750523907508195,30.0,1,0,0,1.868825245260932
515,LP002659,1,1,3,1,0,6.502836052403876,30.0,1,0,1,1.8661397966204991
516,LP002670,0,1,2,1,0,6.042145935177422,40.0,1,1,1,1.8592555445680592
517,LP002682,1,1,0,0,0,6.178699536195794,30.0,0,1,0,1.862652180904831
518,LP002683,1,0,0,1,0,6.852435120940042,30.0,1,1,0,1.8657330506244136
519,LP002684,0,0,0,0,0,5.766308605778188,30.0,1,0,0,1.8582815117185045
520,LP002689,1,1,2,0,0,4.631571446022848,30.0,1,1,1,1.860153171497683
521,LP002690,1,0,0,1,0,4.928044571103062,30.0,1,1,1,1.8538280712341713
522,LP002692,1,1,3,1,1,5.847354460601608,30.0,1,0,1,1.8664086969311864
523,LP002693,1,1,2,1,1,8.537452765001678,30.0,1,0,1,1.8720204672633478
525,LP002699,1,1,2,1,1,8.202701981625525,30.0,1,0,1,1.872872024523665
526,LP002705,1,1,0,1,0,5.9990562339903,30.0,1,1,1,1.859638470158504
527,LP002706,1,1,1,0,0,6.619988607722881,30.0,0,1,1,1.8658971036472327
528,LP002714,1,0,1,0,0,5.749639977625254,30.0,1,1,1,1.860299258889482
529,LP002716,1,0,0,0,0,6.268459486245779,30.0,1,1,1,1.8659904542158972
531,LP002720,1,1,3,1,0,5.847354460601608,30.0,1,2,1,1.8611731714952406
532,LP002723,1,0,2,1,0,5.9990562339903,30.0,0,0,0,1.8589889484823643
534,LP002731,0,0,0,0,1,6.204804957734244,30.0,1,2,1,1.8730783239834161
535,LP002732,1,0,0,0,0,6.21771697872411,30.0,1,0,1,1.8619853373802036
536,LP002734,1,1,0,1,0,7.823327638099999,30.0,1,2,1,1.8692609469784602
537,LP002738,1,0,2,1,0,5.954895463300882,30.0,1,1,1,1.8590930354797712
538,LP002739,1,1,0,0,0,5.202609869793578,30.0,1,0,0,1.8584869067195426
539,LP002740,1,1,3,1,0,6.578245709666785,15.0,1,0,1,1.86547028924544
540,LP002741,0,1,1,1,0,6.38941834650786,15.0,1,1,1,1.8668394472491132
541,LP002743,0,0,0,1,0,5.831441721694374,30.0,0,1,0,1.8512677584673711
542,LP002753,0,0,1,1,0,5.766308605778188,30.0,1,1,1,1.8592169689373177
543,LP002755,1,1,1,0,0,6.243266653270689,30.0,1,2,1,1.8623969211980926
545,LP002767,1,1,0,1,0,6.55701403388141,30.0,1,0,1,1.8622908269381195
546,LP002768,1,0,0,0,0,5.497783417454734,3.0,1,1,0,1.8581152321689722
547,LP002772,1,0,0,1,0,6.447007453171717,30.0,1,0,1,1.8612499522484183
548,LP002776,0,0,0,1,0,5.894247728520179,30.0,0,1,0,1.862931361204536
549,LP002777,1,1,0,1,0,5.9990562339903,30.0,1,0,1,1.8624853239460912
552,LP002785,1,1,1,1,0,6.588770407176041,30.0,1,2,1,1.8657116959153388
553,LP002788,1,1,0,0,0,6.815654201384631,30.0,0,2,0,1.8624528795277262
554,LP002789,1,1,0,1,0,6.293305837923777,15.0,0,0,0,1.867299158590632
555,LP002792,1,1,1,1,0,3.8507971173143978,30.0,1,1,1,1.8655921724224425
557,LP002795,1,1,3,1,1,7.435569004425436,30.0,1,1,1,1.8693351274359775
558,LP002798,1,1,0,1,0,6.630278376234001,30.0,1,1,1,1.8656730690946313
559,LP002804,0,1,0,1,0,6.824917510295571,30.0,1,1,1,1.8655717813427863
560,LP002807,1,1,2,0,0,5.9697382001882175,30.0,1,1,1,1.860099671558564
561,LP002813,0,1,1,1,1,8.955539021938351,30.0,1,1,1,1.87345517831314
562,LP002820,1,1,0,1,0,7.075411763488965,30.0,1,0,1,1.8674260075099554
563,LP002821,1,0,0,0,1,6.293305837923777,30.0,1,1,1,1.864481963359379
564,LP002832,1,1,2,1,0,7.42211661527412,30.0,0,2,0,1.8682362136187474
566,LP002836,1,0,0,1,0,5.292292775987911,30.0,1,2,1,1.8580147365035837
567,LP002837,1,1,3,1,0,6.178699536195794,30.0,0,0,0,1.864652834477079
568,LP002840,0,0,0,1,0,2.4570048789831636,30.0,1,2,0,1.8530321660501818
569,LP002841,1,1,0,1,0,5.9096058215908815,30.0,0,2,0,1.8634141845214134
570,LP002842,1,1,1,1,0,6.861518438977497,30.0,1,2,1,1.8632852102367152
571,LP002847,1,1,0,1,0,6.660808235596759,30.0,0,2,0,1.8656888352954808
572,LP002855,1,1,2,1,0,7.533593144601115,30.0,1,2,1,1.8725956731958069
573,LP002862,1,1,2,0,0,6.870557906044639,40.0,1,1,0,1.867179366237658
574,LP002863,1,1,3,1,0,6.502836052403876,30.0,1,1,0,1.8654539548447284
575,LP002868,1,1,2,1,0,5.9697382001882175,7.0,1,2,1,1.8591037301840962
576,LP002872,1,1,0,1,0,6.341998303658538,30.0,0,1,0,1.8635487632796564
577,LP002874,1,0,0,1,0,5.9990562339903,30.0,1,2,1,1.8647665152728201
578,LP002877,1,1,1,1,0,5.954895463300882,30.0,1,0,1,1.8604002625651208
579,LP002888,1,0,0,1,0,6.619988607722881,30.0,1,2,1,1.8649800247280393
580,LP002892,1,1,2,1,0,7.02624543971608,30.0,1,1,1,1.8656500640035527
581,LP002893,1,0,0,1,0,5.681328174225169,30.0,1,2,0,1.8761848666460978
582,LP002894,0,1,0,1,0,4.308800495187755,30.0,1,1,1,1.8573125325092676
584,LP002911,1,1,1,1,0,6.458310340301332,30.0,0,0,0,1.862257503315678
585,LP002912,1,1,1,1,0,6.7301459040729945,7.0,1,0,0,1.866635394643332
586,LP002916,1,1,0,1,0,5.9096058215908815,30.0,1,2,1,1.8597841817755518
587,LP002917,0,0,0,0,0,5.292292775987911,30.0,1,1,1,1.8514811084993723
588,LP002925,1,0,0,1,0,5.749639977625254,30.0,1,1,1,1.862366429851376
589,LP002926,1,1,2,1,1,5.939927336555229,30.0,0,1,0,1.8551558984626064
590,LP002928,1,1,0,1,0,4.954957225694615,15.0,1,1,1,1.8654688060717697
591,LP002931,1,1,2,1,1,7.02624543971608,20.0,1,1,0,1.8648193284259
592,LP002933,1,0,3,1,1,7.639030763353851,30.0,1,1,1,1.8687230559925783
593,LP002936,1,1,0,1,0,6.412672745993839,15.0,1,0,1,1.8664818984516367
594,LP002938,1,1,0,1,1,7.435569004425436,30.0,1,2,1,1.8724030042917403
595,LP002940,1,0,0,0,0,5.9990562339903,30.0,1,0,1,1.8598300067483262
596,LP002941,1,1,2,0,1,6.870557906044639,30.0,1,0,0,1.8667562970229195
597,LP002943,1,0,0,1,0,5.646141155368407,30.0,0,1,0,1.8564940168121946
598,LP002945,1,1,0,1,1,6.806344711177298,30.0,1,0,1,1.869203808972152
599,LP002948,1,1,2,1,0,6.9151127979654925,30.0,1,2,1,1.8644472470493123
601,LP002950,1,1,0,0,0,6.55701403388141,30.0,1,0,1,1.8642815833435484
602,LP002953,1,1,3,1,0,6.243266653270689,30.0,1,2,1,1.8643118531971234
603,LP002958,1,0,0,1,0,6.7301459040729945,30.0,1,0,1,1.8674260075099554
604,LP002959,0,1,1,1,0,8.598305884242297,30.0,1,1,1,1.8705383632302692
606,LP002961,1,1,1,1,0,6.739843128087783,30.0,1,1,1,1.864652834477079
607,LP002964,1,1,2,0,0,6.578245709666785,30.0,1,0,1,1.8637467835409391
608,LP002974,1,1,0,1,0,5.9697382001882175,30.0,1,0,1,1.8633161360284054
609,LP002978,0,0,0,1,0,5.3139915346451305,30.0,1,0,1,1.8560685158966381
610,LP002979,1,1,3,1,0,4.460305213912143,15.0,1,0,1,1.8606752592004792
611,LP002983,1,1,1,1,0,7.388070461620071,30.0,1,2,1,1.8677709923964574
612,LP002984,1,1,2,1,0,6.870557906044639,30.0,1,2,1,1.8669907407260293
613,LP002990,0,0,0,1,1,6.305602196486696,30.0,0,1,0,1.8619630258674904
